# Species	Genes	Alg.-Conn.	CBS432	DBVPG6044	DBVPG6765	N44	S288c	SK1	Sac_bayanus_var_uvarum_CBS7001.Scannell_2011	Sac_eubayanus_FM1318.Baker_2015	Sac_kudriavzevii_IFO1802T.Scannell_2011	Sac_kudriavzevii_ZP591.Scannell_2011	Sac_mikatae_IFO1815T.Scannell_2011	Sac_arboricolus_H6.Liti_2013	UFRJ50816	UWOPS034614	UWOPS919171	Y12	YPS128	YPS138
18	18	0.81	CBS432_10G01010	DBVPG6044_10G01000	DBVPG6765_10G01050	N44_10G00970	S288c_10G01020	SK1_10G01030	Sbay_6.181	Seub_DI49_2914.t01	Skud_10.108	Port_10.112	Smik_10.133	Sarb_10G00950	UFRJ50816_10G00980	UWOPS034614_10G02760	UWOPS919171_10G00990	Y12_10G01030	YPS128_10G01010	YPS138_10G00970
18	18	0.81	CBS432_10G01020	DBVPG6044_10G01010	DBVPG6765_10G01060	N44_10G00980	S288c_10G01030	SK1_10G01040	Sbay_6.180	Seub_DI49_2915.t01	Skud_10.109	Port_10.113	Smik_10.134	Sarb_10G00960	UFRJ50816_10G00990	UWOPS034614_10G02770	UWOPS919171_10G01000	Y12_10G01040	YPS128_10G01020	YPS138_10G00980
18	18	0.81	CBS432_10G01030	DBVPG6044_10G01020	DBVPG6765_10G01070	N44_10G00990	S288c_10G01040	SK1_10G01050	Sbay_6.178	Seub_DI49_2916.t01	Skud_10.110	Port_10.114	Smik_10.135	Sarb_10G00970	UFRJ50816_10G01000	UWOPS034614_10G02780	UWOPS919171_10G01010	Y12_10G01050	YPS128_10G01030	YPS138_10G00990
18	18	0.81	CBS432_10G01040	DBVPG6044_10G01030	DBVPG6765_10G01080	N44_10G01000	S288c_10G01050	SK1_10G01060	Sbay_6.177	Seub_DI49_2917.t01	Skud_10.111	Port_10.115	Smik_10.136	Sarb_10G00980	UFRJ50816_10G01010	UWOPS034614_10G02790	UWOPS919171_10G01020	Y12_10G01060	YPS128_10G01040	YPS138_10G01000
18	18	0.81	CBS432_10G01050	DBVPG6044_10G01040	DBVPG6765_10G01090	N44_10G01010	S288c_10G01060	SK1_10G01070	Sbay_6.175	Seub_DI49_2919.t01	Skud_10.113	Port_10.117	Smik_10.141	Sarb_10G00990	UFRJ50816_10G01020	UWOPS034614_10G02800	UWOPS919171_10G01030	Y12_10G01070	YPS128_10G01050	YPS138_10G01010
18	18	0.81	CBS432_10G01060	DBVPG6044_10G01050	DBVPG6765_10G01100	N44_10G01020	S288c_10G01070	SK1_10G01080	Sbay_6.174	Seub_DI49_2920.t01	Skud_10.114	Port_10.118	Smik_10.142	Sarb_10G01000	UFRJ50816_10G01030	UWOPS034614_10G02810	UWOPS919171_10G01040	Y12_10G01080	YPS128_10G01060	YPS138_10G01020
18	18	0.81	CBS432_10G01070	DBVPG6044_10G01060	DBVPG6765_10G01110	N44_10G01030	S288c_10G01080	SK1_10G01090	Sbay_6.173	Seub_DI49_2921.t01	Skud_10.115	Port_10.119	Smik_10.143	Sarb_10G01010	UFRJ50816_10G01040	UWOPS034614_10G02820	UWOPS919171_10G01050	Y12_10G01090	YPS128_10G01070	YPS138_10G01030
18	18	0.81	CBS432_10G00180	DBVPG6044_10G00170	DBVPG6765_10G00220	N44_10G00150	S288c_10G00190	SK1_10G00200	Sbay_6.282	Seub_DI49_2830.t01	Skud_10.13	Port_10.12	Smik_10.29	Sarb_10G00110	UFRJ50816_10G00140	UWOPS034614_07G00180	UWOPS919171_10G00150	Y12_10G00200	YPS128_10G00180	YPS138_10G00140
18	18	0.81	CBS432_10G01080	DBVPG6044_10G01070	DBVPG6765_10G01120	N44_10G01040	S288c_10G01090	SK1_10G01100	Sbay_6.172	Seub_DI49_2922.t01	Skud_10.116	Port_10.120	Smik_10.144	Sarb_10G01020	UFRJ50816_10G01050	UWOPS034614_10G02830	UWOPS919171_10G01060	Y12_10G01100	YPS128_10G01080	YPS138_10G01040
18	18	0.81	CBS432_10G01090	DBVPG6044_10G01080	DBVPG6765_10G01130	N44_10G01050	S288c_10G01100	SK1_10G01110	Sbay_6.171	Seub_DI49_2923.t01	Skud_10.117	Port_10.121	Smik_10.145	Sarb_10G01030	UFRJ50816_10G01060	UWOPS034614_10G02840	UWOPS919171_10G01070	Y12_10G01110	YPS128_10G01090	YPS138_10G01050
18	18	0.81	CBS432_10G01100	DBVPG6044_10G01090	DBVPG6765_10G01140	N44_10G01060	S288c_10G01110	SK1_10G01120	Sbay_6.170	Seub_DI49_2924.t01	Skud_10.118	Port_10.122	Smik_10.146	Sarb_10G01040	UFRJ50816_10G01070	UWOPS034614_10G02850	UWOPS919171_10G01080	Y12_10G01120	YPS128_10G01100	YPS138_10G01060
18	18	0.81	CBS432_10G01110	DBVPG6044_10G01100	DBVPG6765_10G01150	N44_10G01070	S288c_10G01120	SK1_10G01130	Sbay_6.169	Seub_DI49_2925.t01	Skud_10.119	Port_10.123	Smik_10.147	Sarb_10G01050	UFRJ50816_10G01080	UWOPS034614_10G02860	UWOPS919171_10G01090	Y12_10G01130	YPS128_10G01110	YPS138_10G01070
18	18	0.81	CBS432_10G01120	DBVPG6044_10G01110	DBVPG6765_10G01160	N44_10G01080	S288c_10G01130	SK1_10G01140	Sbay_6.168	Seub_DI49_2926.t01	Skud_10.120	Port_10.124	Smik_10.148	Sarb_10G01060	UFRJ50816_10G01090	UWOPS034614_10G02870	UWOPS919171_10G01100	Y12_10G01140	YPS128_10G01120	YPS138_10G01080
18	18	0.81	CBS432_10G01130	DBVPG6044_10G01120	DBVPG6765_10G01170	N44_10G01090	S288c_10G01140	SK1_10G01150	Sbay_6.167	Seub_DI49_2927.t01	Skud_10.121	Port_10.125	Smik_10.149	Sarb_10G01070	UFRJ50816_10G01100	UWOPS034614_10G02880	UWOPS919171_10G01110	Y12_10G01150	YPS128_10G01130	YPS138_10G01090
18	18	0.81	CBS432_10G01140	DBVPG6044_10G01130	DBVPG6765_10G01180	N44_10G01100	S288c_10G01150	SK1_10G01160	Sbay_6.166	Seub_DI49_2928.t01	Skud_10.122	Port_10.126	Smik_10.150	Sarb_10G01080	UFRJ50816_10G01110	UWOPS034614_10G02890	UWOPS919171_10G01120	Y12_10G01160	YPS128_10G01140	YPS138_10G01100
18	18	0.81	CBS432_10G01150	DBVPG6044_10G01140	DBVPG6765_10G01190	N44_10G01110	S288c_10G01160	SK1_10G01170	Sbay_6.165	Seub_DI49_2929.t01	Skud_10.123	Port_10.127	Smik_10.151	Sarb_10G01090	UFRJ50816_10G01120	UWOPS034614_10G02900	UWOPS919171_10G01130	Y12_10G01170	YPS128_10G01150	YPS138_10G01110
18	18	0.81	CBS432_10G01160	DBVPG6044_10G01150	DBVPG6765_10G01200	N44_10G01120	S288c_10G01170	SK1_10G01180	Sbay_6.164	Seub_DI49_2930.t01	Skud_10.124	Port_10.128	Smik_10.152	Sarb_10G01100	UFRJ50816_10G01130	UWOPS034614_10G02910	UWOPS919171_10G01140	Y12_10G01180	YPS128_10G01160	YPS138_10G01120
18	18	0.81	CBS432_10G01170	DBVPG6044_10G01160	DBVPG6765_10G01210	N44_10G01130	S288c_10G01180	SK1_10G01190	Sbay_6.161	Seub_DI49_2931.t01	Skud_10.125	Port_10.129	Smik_10.153	Sarb_10G01110	UFRJ50816_10G01140	UWOPS034614_10G02920	UWOPS919171_10G01150	Y12_10G01190	YPS128_10G01170	YPS138_10G01130
18	18	0.81	CBS432_10G00190	DBVPG6044_10G00180	DBVPG6765_10G00230	N44_10G00160	S288c_10G00200	SK1_10G00210	Sbay_6.281	Seub_DI49_2831.t01	Skud_10.14	Port_10.13	Smik_10.30	Sarb_10G00120	UFRJ50816_10G00150	UWOPS034614_07G00190	UWOPS919171_10G00160	Y12_10G00210	YPS128_10G00190	YPS138_10G00150
18	18	0.81	CBS432_10G01180	DBVPG6044_10G01170	DBVPG6765_10G01220	N44_10G01140	S288c_10G01190	SK1_10G01200	Sbay_6.160	Seub_DI49_2932.t01	Skud_10.126	Port_10.130	Smik_10.154	Sarb_10G01120	UFRJ50816_10G01150	UWOPS034614_10G02930	UWOPS919171_10G01160	Y12_10G01200	YPS128_10G01180	YPS138_10G01140
18	18	0.81	CBS432_10G01190	DBVPG6044_10G01180	DBVPG6765_10G01230	N44_10G01150	S288c_10G01200	SK1_10G01210	Sbay_6.159	Seub_DI49_2933.t01	Skud_10.127	Port_10.131	Smik_10.155	Sarb_10G01130	UFRJ50816_10G01160	UWOPS034614_10G02940	UWOPS919171_10G01170	Y12_10G01210	YPS128_10G01190	YPS138_10G01150
18	18	0.81	CBS432_10G01200	DBVPG6044_10G01190	DBVPG6765_10G01240	N44_10G01160	S288c_10G01210	SK1_10G01220	Sbay_6.158	Seub_DI49_2934.t01	Skud_10.128	Port_10.132	Smik_10.157	Sarb_10G01140	UFRJ50816_10G01170	UWOPS034614_10G02950	UWOPS919171_10G01180	Y12_10G01220	YPS128_10G01200	YPS138_10G01160
18	18	0.81	CBS432_10G01220	DBVPG6044_10G01210	DBVPG6765_10G01260	N44_10G01180	S288c_10G01230	SK1_10G01240	Sbay_6.156	Seub_DI49_2935.t01	Skud_10.130	Port_10.134	Smik_10.159	Sarb_10G01160	UFRJ50816_10G01190	UWOPS034614_10G02970	UWOPS919171_10G01200	Y12_10G01240	YPS128_10G01220	YPS138_10G01180
18	18	0.81	CBS432_10G01230	DBVPG6044_10G01220	DBVPG6765_10G01270	N44_10G01190	S288c_10G01240	SK1_10G01250	Sbay_6.155	Seub_DI49_2936.t01	Skud_10.131	Port_10.135	Smik_10.160	Sarb_10G01170	UFRJ50816_10G01200	UWOPS034614_10G02980	UWOPS919171_10G01210	Y12_10G01250	YPS128_10G01230	YPS138_10G01190
18	18	0.81	CBS432_10G01240	DBVPG6044_10G01230	DBVPG6765_10G01280	N44_10G01200	S288c_10G01250	SK1_10G01260	Sbay_6.154	Seub_DI49_2937.t01	Skud_10.132	Port_10.136	Smik_10.161	Sarb_10G01180	UFRJ50816_10G01210	UWOPS034614_10G02990	UWOPS919171_10G01220	Y12_10G01260	YPS128_10G01240	YPS138_10G01200
18	18	0.81	CBS432_10G01250	DBVPG6044_10G01240	DBVPG6765_10G01290	N44_10G01210	S288c_10G01260	SK1_10G01270	Sbay_6.153	Seub_DI49_2938.t01	Skud_10.133	Port_10.137	Smik_10.162	Sarb_10G01190	UFRJ50816_10G01220	UWOPS034614_10G03000	UWOPS919171_10G01230	Y12_10G01270	YPS128_10G01250	YPS138_10G01210
18	18	0.81	CBS432_10G01260	DBVPG6044_10G01250	DBVPG6765_10G01300	N44_10G01220	S288c_10G01270	SK1_10G01280	Sbay_6.151	Seub_DI49_2939.t01	Skud_10.134	Port_10.138	Smik_10.163	Sarb_10G01200	UFRJ50816_10G01230	UWOPS034614_10G03010	UWOPS919171_10G01240	Y12_10G01280	YPS128_10G01260	YPS138_10G01220
18	18	0.81	CBS432_10G00200	DBVPG6044_10G00190	DBVPG6765_10G00240	N44_10G00170	S288c_10G00210	SK1_10G00220	Sbay_6.280	Seub_DI49_2832.t01	Skud_10.15	Port_10.14	Smik_10.31	Sarb_10G00130	UFRJ50816_10G00160	UWOPS034614_07G00200	UWOPS919171_10G00170	Y12_10G00220	YPS128_10G00200	YPS138_10G00160
18	18	0.81	CBS432_10G01280	DBVPG6044_10G01270	DBVPG6765_10G01320	N44_10G01240	S288c_10G01290	SK1_10G01300	Sbay_6.150	Seub_DI49_2941.t01	Skud_10.171	Port_10.141	Smik_10.166	Sarb_10G01220	UFRJ50816_10G01250	UWOPS034614_10G03030	UWOPS919171_10G01270	Y12_10G01300	YPS128_10G01280	YPS138_10G01240
18	18	0.81	CBS432_10G01290	DBVPG6044_10G01280	DBVPG6765_10G01330	N44_10G01250	S288c_10G01300	SK1_10G01310	Sbay_6.149	Seub_DI49_2942.t01	Skud_10.170	Port_10.142	Smik_10.167	Sarb_10G01230	UFRJ50816_10G01260	UWOPS034614_10G03040	UWOPS919171_10G01280	Y12_10G01310	YPS128_10G01290	YPS138_10G01250
18	18	0.81	CBS432_10G01300	DBVPG6044_10G01290	DBVPG6765_10G01340	N44_10G01260	S288c_10G01310	SK1_10G01320	Sbay_6.148	Seub_DI49_2943.t01	Skud_10.169	Port_10.143	Smik_10.168	Sarb_10G01240	UFRJ50816_10G01270	UWOPS034614_10G03050	UWOPS919171_10G01290	Y12_10G01320	YPS128_10G01300	YPS138_10G01260
18	18	0.81	CBS432_10G01310	DBVPG6044_10G01300	DBVPG6765_10G01350	N44_10G01270	S288c_10G01320	SK1_10G01330	Sbay_6.147	Seub_DI49_2944.t01	Skud_10.168	Port_10.144	Smik_10.169	Sarb_10G01250	UFRJ50816_10G01280	UWOPS034614_10G03060	UWOPS919171_10G01300	Y12_10G01330	YPS128_10G01310	YPS138_10G01270
18	18	0.81	CBS432_10G01320	DBVPG6044_10G01310	DBVPG6765_10G01360	N44_10G01280	S288c_10G01330	SK1_10G01340	Sbay_6.146	Seub_DI49_2945.t01	Skud_10.167	Port_10.145	Smik_10.170	Sarb_10G01260	UFRJ50816_10G01290	UWOPS034614_10G03070	UWOPS919171_10G01310	Y12_10G01340	YPS128_10G01320	YPS138_10G01280
18	18	0.81	CBS432_10G01330	DBVPG6044_10G01320	DBVPG6765_10G01370	N44_10G01290	S288c_10G01340	SK1_10G01350	Sbay_6.145	Seub_DI49_2946.t01	Skud_10.166	Port_10.146	Smik_10.171	Sarb_10G01270	UFRJ50816_10G01300	UWOPS034614_10G03080	UWOPS919171_10G01320	Y12_10G01350	YPS128_10G01330	YPS138_10G01290
18	18	0.81	CBS432_10G01340	DBVPG6044_10G01330	DBVPG6765_10G01380	N44_10G01300	S288c_10G01350	SK1_10G01360	Sbay_6.144	Seub_DI49_2947.t01	Skud_10.165	Port_10.147	Smik_10.172	Sarb_10G01280	UFRJ50816_10G01310	UWOPS034614_10G03090	UWOPS919171_10G01330	Y12_10G01360	YPS128_10G01340	YPS138_10G01300
18	18	0.81	CBS432_10G01350	DBVPG6044_10G01340	DBVPG6765_10G01390	N44_10G01310	S288c_10G01360	SK1_10G01370	Sbay_6.143	Seub_DI49_2948.t01	Skud_10.164	Port_10.148	Smik_10.173	Sarb_10G01290	UFRJ50816_10G01320	UWOPS034614_10G03100	UWOPS919171_10G01340	Y12_10G01370	YPS128_10G01350	YPS138_10G01310
18	18	0.81	CBS432_10G01360	DBVPG6044_10G01350	DBVPG6765_10G01400	N44_10G01320	S288c_10G01370	SK1_10G01380	Sbay_6.142	Seub_DI49_2949.t01	Skud_10.163	Port_10.149	Smik_10.174	Sarb_10G01300	UFRJ50816_10G01330	UWOPS034614_10G03110	UWOPS919171_10G01350	Y12_10G01380	YPS128_10G01360	YPS138_10G01320
18	18	0.81	CBS432_10G01370	DBVPG6044_10G01360	DBVPG6765_10G01410	N44_10G01330	S288c_10G01380	SK1_10G01390	Sbay_6.141	Seub_DI49_2950.t01	Skud_10.162	Port_10.150	Smik_10.175	Sarb_10G01310	UFRJ50816_10G01340	UWOPS034614_10G03120	UWOPS919171_10G01360	Y12_10G01390	YPS128_10G01370	YPS138_10G01330
18	18	0.81	CBS432_10G01380	DBVPG6044_10G01370	DBVPG6765_10G01420	N44_10G01340	S288c_10G01390	SK1_10G01400	Sbay_6.140	Seub_DI49_2951.t01	Skud_10.161	Port_10.151	Smik_10.176	Sarb_10G01320	UFRJ50816_10G01350	UWOPS034614_10G03130	UWOPS919171_10G01370	Y12_10G01400	YPS128_10G01380	YPS138_10G01340
18	18	0.81	CBS432_10G01390	DBVPG6044_10G01380	DBVPG6765_10G01430	N44_10G01350	S288c_10G01400	SK1_10G01410	Sbay_6.139	Seub_DI49_2952.t01	Skud_10.160	Port_10.153	Smik_10.177	Sarb_10G01330	UFRJ50816_10G01360	UWOPS034614_10G03140	UWOPS919171_10G01380	Y12_10G01410	YPS128_10G01390	YPS138_10G01350
18	18	0.81	CBS432_10G01400	DBVPG6044_10G01390	DBVPG6765_10G01440	N44_10G01360	S288c_10G01410	SK1_10G01420	Sbay_6.138	Seub_DI49_2953.t01	Skud_10.159	Port_10.154	Smik_10.178	Sarb_10G01340	UFRJ50816_10G01370	UWOPS034614_10G03150	UWOPS919171_10G01390	Y12_10G01420	YPS128_10G01400	YPS138_10G01360
18	18	0.81	CBS432_10G01410	DBVPG6044_10G01400	DBVPG6765_10G01450	N44_10G01370	S288c_10G01420	SK1_10G01430	Sbay_6.137	Seub_DI49_2954.t01	Skud_10.158	Port_10.155	Smik_10.179	Sarb_10G01350	UFRJ50816_10G01380	UWOPS034614_10G03160	UWOPS919171_10G01400	Y12_10G01430	YPS128_10G01410	YPS138_10G01370
18	18	0.81	CBS432_10G01420	DBVPG6044_10G01410	DBVPG6765_10G01460	N44_10G01380	S288c_10G01430	SK1_10G01440	Sbay_6.136	Seub_DI49_2955.t01	Skud_10.156	Port_10.157	Smik_10.180	Sarb_10G01360	UFRJ50816_10G01390	UWOPS034614_10G03170	UWOPS919171_10G01410	Y12_10G01440	YPS128_10G01420	YPS138_10G01380
18	18	0.81	CBS432_10G01430	DBVPG6044_10G01420	DBVPG6765_10G01470	N44_10G01390	S288c_10G01440	SK1_10G01450	Sbay_6.135	Seub_DI49_2956.t01	Skud_10.155	Port_10.158	Smik_10.181	Sarb_10G01370	UFRJ50816_10G01400	UWOPS034614_10G03180	UWOPS919171_10G01420	Y12_10G01450	YPS128_10G01430	YPS138_10G01390
18	18	0.81	CBS432_10G01440	DBVPG6044_10G01430	DBVPG6765_10G01480	N44_10G01400	S288c_10G01450	SK1_10G01460	Sbay_6.134	Seub_DI49_2957.t01	Skud_10.154	Port_10.159	Smik_10.182	Sarb_10G01380	UFRJ50816_10G01410	UWOPS034614_10G03190	UWOPS919171_10G01430	Y12_10G01460	YPS128_10G01440	YPS138_10G01400
18	18	0.81	CBS432_10G01450	DBVPG6044_10G01440	DBVPG6765_10G01490	N44_10G01410	S288c_10G01460	SK1_10G01470	Sbay_6.133	Seub_DI49_2958.t01	Skud_10.153	Port_10.160	Smik_10.183	Sarb_10G01390	UFRJ50816_10G01420	UWOPS034614_10G03200	UWOPS919171_10G01440	Y12_10G01470	YPS128_10G01450	YPS138_10G01410
18	18	0.81	CBS432_10G01460	DBVPG6044_10G01450	DBVPG6765_10G01500	N44_10G01420	S288c_10G01470	SK1_10G01480	Sbay_6.132	Seub_DI49_2959.t01	Skud_10.152	Port_10.161	Smik_10.184	Sarb_10G01400	UFRJ50816_10G01430	UWOPS034614_10G03210	UWOPS919171_10G01450	Y12_10G01480	YPS128_10G01460	YPS138_10G01420
18	18	0.81	CBS432_10G01470	DBVPG6044_10G01460	DBVPG6765_10G01510	N44_10G01430	S288c_10G01480	SK1_10G01490	Sbay_6.131	Seub_DI49_2960.t01	Skud_10.151	Port_10.162	Smik_10.185	Sarb_10G01410	UFRJ50816_10G01440	UWOPS034614_10G03220	UWOPS919171_10G01460	Y12_10G01490	YPS128_10G01470	YPS138_10G01430
18	18	0.81	CBS432_10G01480	DBVPG6044_10G01470	DBVPG6765_10G01520	N44_10G01440	S288c_10G01490	SK1_10G01500	Sbay_6.130	Seub_DI49_2961.t01	Skud_10.150	Port_10.163	Smik_10.186	Sarb_10G01420	UFRJ50816_10G01450	UWOPS034614_10G03230	UWOPS919171_10G01470	Y12_10G01500	YPS128_10G01480	YPS138_10G01440
18	18	0.81	CBS432_10G01490	DBVPG6044_10G01480	DBVPG6765_10G01530	N44_10G01450	S288c_10G01500	SK1_10G01510	Sbay_6.129	Seub_DI49_2962.t01	Skud_10.149	Port_10.164	Smik_10.187	Sarb_10G01430	UFRJ50816_10G01460	UWOPS034614_10G03240	UWOPS919171_10G01480	Y12_10G01510	YPS128_10G01490	YPS138_10G01450
18	18	0.81	CBS432_10G01510	DBVPG6044_10G01500	DBVPG6765_10G01550	N44_10G01470	S288c_10G01520	SK1_10G01530	Sbay_6.126	Seub_DI49_2964.t01	Skud_10.146	Port_10.169	Smik_10.190	Sarb_10G01450	UFRJ50816_10G01480	UWOPS034614_10G03260	UWOPS919171_10G01500	Y12_10G01530	YPS128_10G01510	YPS138_10G01470
18	18	0.81	CBS432_10G01520	DBVPG6044_10G01510	DBVPG6765_10G01560	N44_10G01480	S288c_10G01530	SK1_10G01540	Sbay_6.125	Seub_DI49_2965.t01	Skud_10.145	Port_10.170	Smik_10.191	Sarb_10G01460	UFRJ50816_10G01490	UWOPS034614_10G03270	UWOPS919171_10G01510	Y12_10G01540	YPS128_10G01520	YPS138_10G01480
18	18	0.81	CBS432_10G01530	DBVPG6044_10G01520	DBVPG6765_10G01570	N44_10G01490	S288c_10G01540	SK1_10G01550	Sbay_6.124	Seub_DI49_2966.t01	Skud_10.144	Port_10.171	Smik_10.192	Sarb_10G01470	UFRJ50816_10G01500	UWOPS034614_10G03280	UWOPS919171_10G01520	Y12_10G01550	YPS128_10G01530	YPS138_10G01490
18	18	0.81	CBS432_10G01540	DBVPG6044_10G01530	DBVPG6765_10G01580	N44_10G01500	S288c_10G01550	SK1_10G01560	Sbay_6.123	Seub_DI49_2967.t01	Skud_10.143	Port_10.172	Smik_10.193	Sarb_10G01480	UFRJ50816_10G01510	UWOPS034614_10G03290	UWOPS919171_10G01530	Y12_10G01560	YPS128_10G01540	YPS138_10G01500
18	18	0.81	CBS432_10G01550	DBVPG6044_10G01540	DBVPG6765_10G01590	N44_10G01510	S288c_10G01560	SK1_10G01570	Sbay_6.121	Seub_DI49_2968.t01	Skud_10.142	Port_10.173	Smik_10.194	Sarb_10G01490	UFRJ50816_10G01520	UWOPS034614_10G03300	UWOPS919171_10G01540	Y12_10G01570	YPS128_10G01550	YPS138_10G01510
18	18	0.833	CBS432_10G01630	DBVPG6044_10G01630	DBVPG6765_10G01680	N44_10G01580	S288c_10G01650	SK1_10G01660	Sbay_12.41	Seub_DI49_2982.t01	Skud_10.139	Port_10.176	Smik_10.233	Sarb_10G01560	UFRJ50816_10G01600	UWOPS034614_10G03380	UWOPS919171_10G01630	Y12_10G01660	YPS128_10G01640	YPS138_10G01590
18	18	0.833	CBS432_10G01620	DBVPG6044_10G01620	DBVPG6765_10G01670	N44_10G01590	S288c_10G01640	SK1_10G01650	Sbay_12.40	Seub_DI49_2981.t01	Skud_10.138	Port_10.177	Smik_10.232	Sarb_10G01570	UFRJ50816_10G01590	UWOPS034614_10G03370	UWOPS919171_10G01640	Y12_10G01650	YPS128_10G01630	YPS138_10G01580
18	18	0.833	CBS432_10G01570	DBVPG6044_10G01610	DBVPG6765_10G01660	N44_10G01530	S288c_10G01630	SK1_10G01640	Sbay_12.37	Seub_DI49_2978.t01	Skud_10.175	Port_10.180	Smik_10.215	Sarb_10G01550	UFRJ50816_10G01540	UWOPS034614_10G03360	UWOPS919171_10G01650	Y12_10G01640	YPS128_10G01620	YPS138_10G01570
18	18	0.833	CBS432_10G01580	DBVPG6044_10G01590	DBVPG6765_10G01640	N44_10G01540	S288c_10G01610	SK1_10G01620	Sbay_12.35	Seub_DI49_2976.t01	Skud_10.177	Port_10.182	Smik_10.217	Sarb_10G01530	UFRJ50816_10G01550	UWOPS034614_10G03350	UWOPS919171_10G01670	Y12_10G01620	YPS128_10G01600	YPS138_10G01560
18	18	0.833	CBS432_10G01590	DBVPG6044_10G01580	DBVPG6765_10G01630	N44_10G01550	S288c_10G01600	SK1_10G01610	Sbay_12.30	Seub_DI49_2975.t01	Skud_10.178	Port_10.184	Smik_10.218	Sarb_10G01520	UFRJ50816_10G01560	UWOPS034614_10G03340	UWOPS919171_10G01680	Y12_10G01610	YPS128_10G01590	YPS138_10G01550
18	18	0.833	CBS432_10G01600	DBVPG6044_10G01570	DBVPG6765_10G01620	N44_10G01560	S288c_10G01590	SK1_10G01600	Sbay_12.29	Seub_DI49_2974.t01	Skud_10.179	Port_10.185	Smik_10.219	Sarb_10G01510	UFRJ50816_10G01570	UWOPS034614_10G03330	UWOPS919171_10G01690	Y12_10G01600	YPS128_10G01580	YPS138_10G01540
18	18	0.81	CBS432_10G00220	DBVPG6044_10G00210	DBVPG6765_10G00260	N44_10G00180	S288c_10G00230	SK1_10G00240	Sbay_6.278	Seub_DI49_2834.t01	Skud_10.21	Port_10.19	Smik_10.36	Sarb_10G00140	UFRJ50816_10G00180	UWOPS034614_07G00220	UWOPS919171_10G00190	Y12_10G00240	YPS128_10G00220	YPS138_10G00180
18	18	0.833	CBS432_10G01640	DBVPG6044_10G01640	DBVPG6765_10G01690	N44_10G01600	S288c_10G01660	SK1_10G01670	Sbay_12.45	Seub_DI49_2984.t01	Skud_10.186	Port_10.191	Smik_10.236	Sarb_10G01580	UFRJ50816_10G01610	UWOPS034614_10G03390	UWOPS919171_10G01620	Y12_10G01670	YPS128_10G01650	YPS138_10G01600
18	18	0.833	CBS432_10G01650	DBVPG6044_10G01650	DBVPG6765_10G01700	N44_10G01610	S288c_10G01670	SK1_10G01680	Sbay_12.46	Seub_DI49_2985.t01	Skud_10.187	Port_10.192	Smik_10.237	Sarb_10G01590	UFRJ50816_10G01620	UWOPS034614_10G03400	UWOPS919171_10G01610	Y12_10G01680	YPS128_10G01660	YPS138_10G01610
18	18	0.833	CBS432_10G01660	DBVPG6044_10G01660	DBVPG6765_10G01710	N44_10G01620	S288c_10G01680	SK1_10G01690	Sbay_12.47	Seub_DI49_2986.t01	Skud_10.188	Port_10.193	Smik_10.238	Sarb_10G01600	UFRJ50816_10G01630	UWOPS034614_10G03410	UWOPS919171_10G01600	Y12_10G01690	YPS128_10G01670	YPS138_10G01620
18	18	0.833	CBS432_10G01670	DBVPG6044_10G01670	DBVPG6765_10G01720	N44_10G01630	S288c_10G01690	SK1_10G01700	Sbay_12.48	Seub_DI49_2987.t01	Skud_10.189	Port_10.194	Smik_10.239	Sarb_10G01610	UFRJ50816_10G01640	UWOPS034614_10G03420	UWOPS919171_10G01590	Y12_10G01700	YPS128_10G01680	YPS138_10G01630
18	18	0.833	CBS432_10G01680	DBVPG6044_10G01680	DBVPG6765_10G01730	N44_10G01640	S288c_10G01700	SK1_10G01710	Sbay_12.49	Seub_DI49_2988.t01	Skud_10.190	Port_10.195	Smik_10.240	Sarb_10G01620	UFRJ50816_10G01650	UWOPS034614_10G03430	UWOPS919171_10G01580	Y12_10G01710	YPS128_10G01690	YPS138_10G01640
18	18	0.833	CBS432_10G01690	DBVPG6044_10G01690	DBVPG6765_10G01740	N44_10G01650	S288c_10G01710	SK1_10G01720	Sbay_12.50	Seub_DI49_2989.t01	Skud_10.191	Port_10.196	Smik_10.241	Sarb_10G01630	UFRJ50816_10G01660	UWOPS034614_10G03440	UWOPS919171_10G01570	Y12_10G01720	YPS128_10G01700	YPS138_10G01650
18	18	0.833	CBS432_10G01700	DBVPG6044_10G01700	DBVPG6765_10G01750	N44_10G01660	S288c_10G01720	SK1_10G01730	Sbay_12.51	Seub_DI49_2990.t01	Skud_10.192	Port_10.197	Smik_10.242	Sarb_10G01640	UFRJ50816_10G01670	UWOPS034614_10G03450	UWOPS919171_10G01560	Y12_10G01730	YPS128_10G01710	YPS138_10G01660
18	18	0.81	CBS432_10G00230	DBVPG6044_10G00220	DBVPG6765_10G00270	N44_10G00190	S288c_10G00240	SK1_10G00250	Sbay_6.276	Seub_DI49_2835.t01	Skud_10.22	Port_10.20	Smik_10.37	Sarb_10G00150	UFRJ50816_10G00190	UWOPS034614_07G00230	UWOPS919171_10G00200	Y12_10G00250	YPS128_10G00230	YPS138_10G00190
